disease_uid	entrezID	source	url
AID00030	8663	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8663
AID00030	3587	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3587
AID00030	54901	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/54901
AID00030	4088	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4088
AID00030	10109	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10109
AID00030	133396	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/133396
AID00030	80762	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/80762
AID00030	23203	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23203
AID00030	6372	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6372
AID00030	5328	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5328
AID00030	7006	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7006
AID00030	3122	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3122
AID00030	8690	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8690
AID00030	5196	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5196
AID00030	117289	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/117289
AID00030	10666	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10666
AID00030	128611	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/128611
AID00030	59067	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/59067
AID00030	6772	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6772
AID00030	2214	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2214
AID00030	958	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/958
AID00030	5771	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5771
AID00030	284110	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/284110
AID00030	23308	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23308
AID00030	3659	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3659
AID00030	56623	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/56623
AID00030	2237	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2237
AID00030	60489	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/60489
AID00030	257106	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/257106
AID00030	83593	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/83593
AID00030	3717	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3717
AID00030	149233	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/149233
AID00030	7294	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7294
AID00030	81619	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/81619
AID00030	4790	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4790
AID00030	51174	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/51174
AID00030	5734	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5734
AID00030	50848	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/50848
AID00030	8995	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8995
AID00030	8986	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8986
AID00030	5197	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5197
AID00030	1437	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1437
AID00030	3107	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3107
AID00030	101929137	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101929137
AID00030	4012	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4012
AID00030	55765	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55765
AID00030	27030	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/27030
AID00030	7391	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7391
AID00030	2524	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2524
AID00030	3683	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3683
AID00030	253430	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/253430
AID00030	84619	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/84619
AID00030	11261	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/11261
AID00030	64114	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/64114
AID00030	80727	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/80727
AID00030	9651	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9651
AID00030	6097	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6097
AID00030	200734	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/200734
AID00030	5966	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5966
AID00030	808	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/808
AID00030	150223	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/150223
AID00030	1201	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1201
AID00030	1522	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1522
AID00030	3565	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3565
AID00030	54827	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/54827
AID00030	55801	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55801
AID00030	55024	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55024
AID00030	7128	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7128
AID00030	50942	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/50942
AID00030	9404	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9404
AID00030	9586	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9586
AID00030	10745	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10745
AID00030	2355	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2355
AID00030	246778	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/246778
AID00030	317669	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/317669
AID00030	56893	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/56893
AID00030	1270	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1270
AID00030	201266	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/201266
AID00030	80824	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/80824
AID00030	6356	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6356
AID00030	55876	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55876
AID00030	6817	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6817
AID00030	944	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/944
AID00030	8477	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8477
AID00030	8771	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8771
AID00030	2768	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2768
AID00030	90226	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/90226
AID00030	6556	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6556
AID00030	10636	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10636
AID00030	50941	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/50941
AID00030	9777	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9777
AID00030	5580	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5580
AID00030	22806	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/22806
AID00002	1594	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1594
AID00002	284358	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/284358
AID00002	4790	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4790
AID00002	388289	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/388289
AID00002	55501	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55501
AID00002	3720	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3720
AID00002	3118	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3118
AID00002	285830	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/285830
AID00002	554251	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/554251
AID00002	55765	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55765
AID00002	6565	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6565
AID00002	3575	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3575
AID00002	155061	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/155061
AID00002	5734	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5734
AID00002	3122	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3122
AID00002	100616384	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100616384
AID00002	80762	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/80762
AID00002	50807	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/50807
AID00002	100131395	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100131395
AID00002	7813	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7813
AID00002	285362	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/285362
AID00002	22898	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/22898
AID00002	9755	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9755
AID00002	23046	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23046
AID00002	2290	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2290
AID00002	3559	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3559
AID00002	3502	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3502
AID00002	958	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/958
AID00002	101928791	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101928791
AID00002	80224	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/80224
AID00002	117289	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/117289
AID00002	10461	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10461
AID00002	64208	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/64208
AID00002	3837	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3837
AID00002	5649	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5649
AID00002	10538	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10538
AID00002	6456	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6456
AID00002	4094	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4094
AID00002	10636	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10636
AID00002	286676	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/286676
AID00002	30009	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/30009
AID00002	23335	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23335
AID00002	163059	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/163059
AID00002	4249	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4249
AID00002	642636	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/642636
AID00002	8477	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8477
AID00002	5817	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5817
AID00002	51300	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/51300
AID00002	57727	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/57727
AID00002	285626	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/285626
AID00002	2019	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2019
AID00002	10198	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10198
AID00002	387978	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/387978
AID00002	64478	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/64478
AID00002	9520	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9520
AID00002	101928464	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101928464
AID00002	29951	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/29951
AID00002	3123	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3123
AID00002	6840	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6840
AID00002	83604	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/83604
AID00002	114792	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/114792
AID00002	100271695	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100271695
AID00002	3500	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3500
AID00002	100506047	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100506047
AID00002	6239	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6239
AID00002	148867	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/148867
AID00002	10055	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10055
AID00002	6774	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6774
AID00002	23576	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23576
AID00002	101927998	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101927998
AID00002	965	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/965
AID00002	200558	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/200558
AID00002	5619	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5619
AID00002	253714	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/253714
AID00002	4602	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4602
AID00002	63892	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/63892
AID00002	54806	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/54806
AID00002	55186	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55186
AID00002	440836	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/440836
AID00002	10301	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10301
AID00002	921	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/921
AID00002	2530	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2530
AID00002	23095	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23095
AID00002	116379	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/116379
AID00002	4233	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4233
AID00002	84811	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/84811
AID00002	101927027	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101927027
AID00002	7412	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7412
AID00002	60468	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/60468
AID00002	9312	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9312
AID00002	923	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/923
AID00002	3501	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3501
AID00002	2315	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2315
AID00002	11140	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/11140
AID00002	344148	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/344148
AID00002	147381	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/147381
AID00002	5341	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5341
AID00002	79925	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/79925
AID00002	23321	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23321
AID00002	388650	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/388650
AID00002	143187	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/143187
AID00002	57805	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/57805
AID00002	55254	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55254
AID00002	1591	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1591
AID00002	2309	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2309
AID00002	7092	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7092
AID00002	9639	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9639
AID00002	8853	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8853
AID00002	160365	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/160365
AID00002	3592	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3592
AID00002	8320	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8320
AID00002	401474	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/401474
AID00002	6444	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6444
AID00002	64332	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/64332
AID00002	54	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/54
AID00002	7852	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7852
AID00002	4234	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4234
AID00002	28984	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/28984
AID00002	7132	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7132
AID00002	5820	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5820
AID00002	116986	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/116986
AID00002	2262	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2262
AID00002	3128	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3128
AID00002	101927314	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101927314
AID00002	5594	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5594
AID00002	3134	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3134
AID00002	7545	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7545
AID00002	7297	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7297
AID00002	100271694	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100271694
AID00002	79970	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/79970
AID00002	27120	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/27120
AID00002	220929	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/220929
AID00002	9997	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9997
AID00002	4601	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4601
AID00002	5125	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5125
AID00002	79258	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/79258
AID00002	284677	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/284677
AID00002	11262	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/11262
AID00002	3117	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3117
AID00002	636	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/636
AID00002	387357	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/387357
AID00002	23274	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23274
AID00002	57178	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/57178
AID00002	643	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/643
AID00002	101928376	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101928376
AID00002	404093	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/404093
AID00002	1620	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1620
AID00002	6932	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6932
AID00002	126859	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/126859
AID00002	115761	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/115761
AID00002	204801	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/204801
AID00002	55312	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55312
AID00002	1144	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1144
AID00002	3119	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3119
AID00002	64084	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/64084
AID00002	55892	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55892
AID00002	3087	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3087
AID00002	3492	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3492
AID00002	3593	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3593
AID00002	56913	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/56913
AID00002	5996	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5996
AID00002	58531	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/58531
AID00002	3106	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3106
AID00002	58513	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/58513
AID00002	23682	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23682
AID00002	100271696	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100271696
AID00002	2135	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2135
AID00002	30820	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/30820
AID00002	389170	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/389170
AID00002	7410	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7410
AID00002	167826	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/167826
AID00002	5747	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5747
AID00002	23228	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23228
AID00002	677	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/677
AID00002	140685	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/140685
AID00002	3394	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3394
AID00002	942	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/942
AID00002	5620	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5620
AID00002	27151	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/27151
AID00002	6041	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6041
AID00002	57531	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/57531
AID00002	10665	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10665
AID00002	4397	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4397
AID00002	154442	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/154442
AID00002	7142	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7142
AID00002	10892	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10892
AID00002	7361	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7361
AID00002	100506023	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100506023
AID00002	6198	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6198
AID00002	6850	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6850
AID00002	1823	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1823
AID00002	4609	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4609
AID00002	8740	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8740
AID00002	115352	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/115352
AID00002	115701	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/115701
AID00002	4319	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4319
AID00002	8575	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8575
AID00002	3574	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3574
AID00002	3482	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3482
AID00002	116534	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/116534
AID00002	868	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/868
AID00002	9020	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9020
AID00002	6125	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6125
AID00002	56244	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/56244
